name,name_cn,tag_l1,tag_l2,business_tags_customer,business_tags_role,business_tags_channel
蒙佩尔兰,蒙佩尔兰,食品营养,保健品,B2C,制造商(消费品),
蓝力,蓝力,食品营养,保健品,B2C,制造商(消费品),
虚之实,虚之实,养老住房;医疗健康,养老机构;认知症,B2B,技术服务商,
记忆家,记忆家,养老住房;医疗健康,养老机构;认知症,B2B+B2C,服务商,
谊安医疗,谊安医疗,消费品;生活照护,智能硬件;辅具;适老化产品,B2B+B2C,制造商(硬件/设备),
豪悦,豪悦,消费品;生活照护,智能硬件;辅具;适老化产品,B2B+B2C,制造商(硬件/设备),
赋爱科技,赋爱科技,养老住房;医疗健康;生活照护,养老机构;认知症;适老化产品,B2B,技术服务商,
趣得多,趣得多,渠道零售,电商,B2B,服务商(媒体/数据),
足力健,足力健,消费品,鞋服,B2B,服务商(媒体/数据),
足步医疗,足步医疗,消费品;生活照护,智能硬件;辅具;适老化产品,B2B+B2C,制造商(硬件/设备),
达旦无极,达旦无极,养老住房;医疗健康;消费品,养老机构;智能硬件;认知症,B2B+B2C,制造商(硬件/设备),
达晨财智,达晨财智,金融保险,产业资本,未标注,服务商,
达风投资,达风投资,金融保险,产业资本,未标注,服务商,
迈德斯特,迈德斯特,消费品;生活照护,智能硬件;辅具;适老化产品,B2B+B2C,制造商(硬件/设备),
远方好物,远方好物,食品营养,保健品,B2C,制造商(消费品),
远洋椿萱茂,远洋椿萱茂,养老住房,养老社区,B2B+B2C,平台,
迪马常青社,迪马常青社,养老住房,养老社区,B2B+B2C,平台,
退休俱乐部,退休俱乐部,文娱社交,社交平台;老年文娱,B2B+B2C,平台,
通策医疗,通策医疗,消费品;生活照护,智能硬件;辅具;适老化产品,B2B+B2C,制造商(硬件/设备),
遇禾规划,遇禾规划,养老住房;消费品;生活照护,居家护理;智能硬件;适老化产品;适老化改造,B2B+B2C,平台,
遇见美好,遇见美好,文娱社交,社交平台;老年文娱,B2B+B2C,平台,
郑远元,郑远元,医疗健康;食品营养,保健品;健康管理,B2C,服务商,
金牌护士,金牌护士,生活照护,专业护理;居家护理,B2B+B2C,平台,
金矢机器人,金矢机器人,康复辅具;消费品,康复;智能硬件,B2B+B2C,服务商,
金鼎资本,金鼎资本,金融保险,产业资本,未标注,服务商,
钧晟科技,钧晟科技,康复辅具;消费品,康复;智能硬件,B2B+B2C,制造商(硬件/设备),
钰民,钰民,消费品;生活照护,智能硬件;辅具;适老化产品,B2B+B2C,制造商(硬件/设备),
铂桐医疗,铂桐医疗,医疗健康;食品营养,保健品;健康管理,B2C,服务商,
铱创投资,铱创投资,金融保险,产业资本,未标注,服务商,
银创资本,银创资本,金融保险,产业资本,未标注,服务商,
银发无忧,银发无忧,生活照护,居家护理,B2B,服务商(媒体/数据),
银彩聚乐部,银彩聚乐部,文娱社交,老年文娱,B2B,服务商(媒体/数据),
银汤屋,银汤屋,生活照护,专业护理;居家护理,B2B+B2C,平台,
链老网,链老网,养老住房,养老社区,B2B+B2C,平台,
锣钹科技,锣钹科技,文娱社交,社交平台;老年文娱,B2B+B2C,平台,
锦好医疗,锦好医疗,消费品;生活照护,助听器;智能硬件;辅具;适老化产品,B2B+B2C,制造商(硬件/设备),
锦欣福星,锦欣福星,养老住房,养老社区,B2B+B2C,平台,
长岭资本,长岭资本,金融保险,产业资本,未标注,服务商,
阳光大姐,阳光大姐,文娱社交,社交平台;老年文娱,B2B+B2C,平台,
阿尔发,阿尔发,食品营养,保健品,B2C,制造商(消费品),
阿福医疗,阿福医疗,生活照护,专业护理;居家护理,B2B+B2C,平台,
青鸟软通,青鸟软通,生活照护,专业护理;居家护理,B2B+B2C,平台,
韩愢,韩愢,消费品,个护,B2B,服务商(媒体/数据),
韩金靓,韩金靓,消费品,个护,B2B,服务商(媒体/数据),
颐佳康,颐佳康,养老住房,养老社区,B2B+B2C,平台,
高樟资本,高樟资本,金融保险,产业资本,未标注,服务商,
鱼跃,鱼跃,消费品;生活照护,智能硬件;辅具;适老化产品,B2B+B2C,制造商(硬件/设备),
鲲鱼健康,鲲鱼健康,食品营养,保健品,B2C,制造商(消费品),
鲸灵集团,鲸灵集团,渠道零售,电商,B2B,服务商(媒体/数据),
鹏翼时代,鹏翼时代,文娱社交,社交平台;老年文娱,B2B+B2C,平台,
麦孚,麦孚,食品营养,保健品,B2C,制造商(消费品),
麦考林,麦考林,渠道零售,电商,B2B,服务商(媒体/数据),
鼎植口腔,鼎植口腔,消费品;生活照护,智能硬件;辅具;适老化产品,B2B+B2C,制造商(硬件/设备),
AgenT,,医疗健康,认知症,未标注,服务商,
Alz You Need,,医疗健康,认知症,B2B+B2C,服务商,
Autotune Me,,医疗健康;文娱社交,心理健康服务;老年文娱;认知症,B2C,服务商,
CareVoice,,消费品,保险服务,B2B+B2C,服务商,
Coffee Cherry,,食品营养,营养食品,B2B,服务商(媒体/数据),
Gyenno,,医疗健康;智能科技,慢病管理;机器人,B2C,服务商,
lyflynks,,智能科技;生活照护,专业护理;护理平台;数字化,B2B+B2C,服务商,线上
yooLab,,食品营养,营养食品,B2C,制造商(消费品),
傅里叶智能,傅里叶智能,智能科技,机器人,B2B+B2C,服务商,
去哪养老网,去哪养老网,产业服务,咨询研究,B2B,服务商(媒体/数据),
可靠护理,可靠护理,生活照护,专业护理,B2B,服务商(媒体/数据),
圣德医养,圣德医养,医疗健康,认知症;远程医疗,B2B+B2C,服务商,
孝爱宝,孝爱宝,产业服务,咨询研究,B2B,服务商(媒体/数据),
新东方文旅,新东方文旅,文娱社交,旅游,B2C,服务商,
松龄护老,松龄护老,生活照护,居家护理,未标注,上市公司,
梨花教育,梨花教育,文娱社交,教育,B2C,服务商,
爱晖,爱晖,医疗健康,健康管理,B2B,技术服务商,
百合佳缘,百合佳缘,文娱社交,相亲,B2B,服务商(媒体/数据),
科大讯飞,科大讯飞,消费品,助听器,B2B,服务商(媒体/数据),
红松,红松,文娱社交,教育,B2C,服务商,
维小饭,维小饭,食品营养,营养食品,B2C,制造商(消费品),
蓓姿,蓓姿,生活照护,专业护理,B2B,服务商(媒体/数据),
量子之歌(千尺学堂),量子之歌(千尺学堂),文娱社交,教育,B2C,服务商,
锦欣康养,锦欣康养,康复辅具,康复,B2B,服务商(媒体/数据),
小橙长护,小橙长护,生活照护,专业护理;居家护理;适老化产品,B2C,服务商,
璞缘照护,璞缘照护,生活照护,专业护理;居家护理,B2B+B2C,服务商,
青松康护,青松康护,生活照护,专业护理;居家护理,B2B+B2C,平台,
颐家养老,颐家养老,生活照护,居家护理,B2B+B2C,平台,
二毛照护,二毛照护,医疗健康;生活照护,专业护理;居家护理;认知症,B2B+B2C,平台,
小羊养老,小羊养老,养老住房;生活照护,居家护理;适老化产品;适老化改造,B2B+B2C,服务商,
清檬养老,清檬养老,文娱社交;生活照护,居家护理;社交平台;老年文娱,B2B+B2C,平台,
玛土撒拉,玛土撒拉,食品营养,营养食品,B2C,制造商(消费品),
甲子科技(甲子养老),甲子科技(甲子养老),渠道零售;生活照护,适老化产品;银发零售,未标注,服务商,线下
令羽(肤恩),令羽(肤恩),产业服务;消费品,个护;银发日用,未标注,服务商,
瑞邦生物,瑞邦生物,消费品,个护,B2C,制造商(消费品),
麦孚营养,麦孚营养,食品营养,营养食品,B2C,制造商(消费品),
冬泽特医,冬泽特医,食品营养,营养食品,B2C,制造商(消费品),
优生活羊奶,优生活羊奶,食品营养,保健品;营养食品,未标注,服务商,
退休俱乐部(东犁),退休俱乐部(东犁),文娱社交,旅游;老年文娱,B2C,服务商,线下
彭世修脚,彭世修脚,消费品,个护,B2B+B2C,平台,线下
唯艾科技,唯艾科技,渠道零售,银发零售,未标注,服务商,线下
清雷科技,清雷科技,医疗健康;消费品;生活照护,个护;健康监测;居家护理,B2B+B2C,平台,
苗米科技,苗米科技,医疗健康;消费品,个护;健康监测;智能硬件,B2B+B2C,平台,
点可科技,点可科技,医疗健康;消费品,个护;健康监测,B2B+B2C,平台,
兆观智能,兆观智能,医疗健康;消费品,个护;健康监测,B2B,制造商(硬件/设备),
享睡Sleepace,享睡Sleepace,医疗健康;消费品;生活照护,个护;健康监测;居家护理;智能硬件,B2B+B2C,平台,
大耳马医学,大耳马医学,医疗健康;消费品;生活照护,个护;健康监测;居家护理;慢病管理,B2B+B2C,平台,
太平梧桐人家,太平梧桐人家,文娱社交,社交平台;老年文娱,B2B+B2C,服务商,
复星保德信颐养,复星保德信颐养,养老住房,养老社区,B2B+B2C,平台,
安养养老（安养帮）,安养养老（安养帮）,养老住房,养老社区,B2B+B2C,平台,线上
天一智慧,天一智慧,消费品;生活照护,居家护理;智能硬件,B2B+B2C,平台,
戴恩医疗,戴恩医疗,生活照护,居家护理,B2B+B2C,服务商,
鱼跃医疗,鱼跃医疗,消费品,辅具,B2B,制造商(硬件/设备),
互邦医疗,互邦医疗,消费品,辅具,未标注,服务商,
振邦医疗,振邦医疗,消费品,辅具,未标注,服务商,
厚福医疗,厚福医疗,生活照护,专业护理,B2B+B2C,服务商,
德林假肢,德林假肢,康复辅具;消费品,康复;辅具,未标注,服务商,
博音听力,博音听力,消费品,助听器,未标注,服务商,
一康医疗,一康医疗,康复辅具;消费品,康复;智能硬件,B2B,制造商(硬件/设备),
豪悦护理,豪悦护理,生活照护,专业护理,未标注,上市公司,
曼景科技,曼景科技,医疗健康;康复辅具;消费品,康复;智能硬件;认知症,B2B+B2C,制造商(硬件/设备),
品驰医疗,品驰医疗,康复辅具;消费品,康复;智能硬件,B2B+B2C,制造商(硬件/设备),
英智康复,英智康复,医疗健康;康复辅具;消费品,康复;智能硬件;认知症,B2B+B2C,服务商,线下
爱康医疗,爱康医疗,康复辅具;消费品,康复;智能硬件,B2B,制造商(硬件/设备),
养老福祉圈,养老福祉圈,产业服务;养老住房;消费品;生活照护,行业媒体;辅具;适老化产品;适老化改造,B2B,服务商(媒体/数据),
小咖云,小咖云,产业服务;智能科技,数字化;行业媒体,B2B,服务商(媒体/数据),
银行＆保险公司,银行＆保险公司,消费品;金融保险,保险服务;养老金融,B2B+B2C,服务商,
绿康医养,绿康医养,养老住房,养老社区,B2B+B2C,服务商,
哺恩养老,哺恩养老,养老住房;医疗健康,养老社区;认知症,B2B+B2C,服务商,
方文咨询,方文咨询,产业服务,咨询研究,B2B,服务商,
群业咨询,群业咨询,产业服务,咨询研究,未标注,服务商,
天佑安康,天佑安康,产业服务,咨询研究,B2B,服务商,
Chapter,,消费品;金融保险,保险;保险服务;养老金融,B2B+B2C,服务商,
Honor,,生活照护,专业护理;居家护理,B2B+B2C,服务商,
Inspiren,,医疗健康;消费品,健康监测;智能硬件,B2B,技术服务商,
Accompany Health,,生活照护,居家护理,B2B+B2C,服务商,
Ageless Innovation,,文娱社交;生活照护,专业护理;老年文娱,B2B+B2C,服务商,
Amedisys,,医疗健康;生活照护,专业护理;临终关怀;居家护理,B2B+B2C,平台,
Athulya Senior Care,,渠道零售,银发零售,B2B+B2C,服务商,
Blooming Health,,医疗健康;文娱社交;智能科技;生活照护,SODH;专业护理;数字化;老年文娱,B2B+B2C,平台,
CarePredict,,医疗健康,健康监测;远程医疗,B2B,技术服务商,
Cariloop,,生活照护,专业护理,B2B+B2C,服务商,
Cera Care,,生活照护,专业护理;居家护理,未标注,服务商,
Empathy,,医疗健康,临终关怀,B2B+B2C,服务商,
ForSight Robotics,,智能科技,机器人,B2B+B2C,服务商,
Habitat Health,,养老住房;医疗健康;生活照护,SODH;专业护理;养老社区,B2B+B2C,平台,
Hinge Health,,医疗健康,健康管理;慢病管理,B2B+B2C,服务商,
Homethrive,,生活照护,专业护理;护理平台,B2B+B2C,服务商,
IXI,,消费品,眼镜,B2B,服务商(媒体/数据),
IntusCare,,生活照护,专业护理;居家护理,B2B+B2C,服务商,
Rippl Care,,养老住房;医疗健康,养老机构;心理健康服务;认知症,未标注,服务商,
Seen Health,,养老住房;生活照护;金融保险,专业护理;产业资本;养老社区,B2B+B2C,上市公司,
Silvernest,,养老住房,养老社区,B2B,技术服务商,
Sprinter Health,,医疗健康,远程医疗,B2B+B2C,服务商,
Sword Health,,医疗健康,健康管理;慢病管理,B2B,技术服务商,
Tombot,,养老住房;医疗健康;文娱社交,养老机构;老年文娱;认知症;陪伴机器人,B2B+B2C,服务商,
True Link Financial,,消费品;金融保险,保险服务;养老金融,B2C,服务商,
Vesta Healthcare,,生活照护,专业护理;居家护理,B2B+B2C,平台,
Vytalize Health,,生活照护;金融保险,专业护理;产业资本;保险;居家护理;虚拟护理,B2B+B2C,服务商,
Wellthy,,生活照护,专业护理;护理平台,B2B+B2C,服务商,
A Place for Mom,,养老住房;生活照护,养老机构;护理平台,B2B,服务商,
AARP Innovation Labs / AgeTech Collaborative,,产业服务,行业媒体,B2B,技术服务商,
英国,英国,产业服务,咨询研究,B2B,技术服务商,
Aging2.0 Collective,,产业服务,行业媒体,B2B,技术服务商,
Amava,,文娱社交,教育,B2B+B2C,平台,
亚马逊,亚马逊,渠道零售,银发零售,B2C,平台,线上
Apax Partners,,金融保险,产业资本,B2B,服务商(媒体/数据),
宝马,宝马,生活照护,适老化产品,B2C,服务商,
美国银行,美国银行,金融保险,养老金融,B2B,服务商(媒体/数据),
百思买,百思买,医疗健康;渠道零售,远程医疗;银发零售,B2B+B2C,服务商,
Bold,,文娱社交;生活照护,健身;居家护理;老年文娱,B2B+B2C,平台,
Brookdale Senior Living,布鲁克代尔,文娱社交,社交平台;老年文娱,B2B+B2C,服务商,
Cake,,医疗健康,临终关怀,B2B,服务商(媒体/数据),
Care.com,,生活照护,专业护理;护理平台,B2B+B2C,服务商,
CareAcademy,,生活照护,专业护理;居家护理,B2B+B2C,平台,
CareLinx,,生活照护,护理平台,B2B+B2C,服务商,
Carewell,,渠道零售,银发零售,B2C,服务商,
Current Health,,医疗健康;生活照护,居家护理;远程医疗,B2B+B2C,平台,
现名 CoGenerate,现名 CoGenerate,产业服务;文娱社交,就业;老年文娱,B2B+B2C,服务商,
Everplans,,医疗健康,临终关怀,B2B,服务商(媒体/数据),
Eversafe,,金融保险,养老金融,B2B,服务商(媒体/数据),
Meta,元公司（Meta）,医疗健康;文娱社交;消费品,智能硬件;社交平台;老年文娱;认知症,B2B+B2C,制造商(硬件/设备),
富达投资,富达投资,金融保险,养老金融,B2B,服务商(媒体/数据),
FreeWill,,医疗健康,临终关怀,B2B,服务商(媒体/数据),
Gather,,文娱社交,社交平台;老年文娱,B2C,平台,
GoGoGrandparent,,医疗健康,远程医疗,B2B,服务商(媒体/数据),
Golden,,金融保险,养老金融,B2B,服务商(媒体/数据),
GoodTrust,,医疗健康,临终关怀,B2B,服务商(媒体/数据),
GreatCall,,康复辅具;消费品,康复;智能硬件,B2C,制造商(硬件/设备),
Greycroft Partners,,金融保险,产业资本,B2B,技术服务商,
Hebrew Senior Life,,养老住房;医疗健康,健康管理;养老社区,B2B+B2C,平台,
Home Instead,,生活照护,专业护理;居家护理,B2B+B2C,平台,
Humana / Aetna / UnitedHealth / Cigna,,金融保险,产业资本,B2B+B2C,服务商,
Iris Healthcare,,医疗健康,临终关怀,B2B,服务商(媒体/数据),
摩根大通,摩根大通,金融保险,养老金融,B2B,服务商(媒体/数据),
强生,强生,医疗健康,慢病管理,B2B,服务商(媒体/数据),
凯撒医疗,凯撒医疗,金融保险,产业资本;保险,B2B+B2C,服务商,
Lively,,医疗健康;生活照护,健康管理;居家护理,B2B+B2C,平台,
Livongo,,医疗健康,慢病管理,B2B,服务商(媒体/数据),
Lululemon,,消费品,鞋服,B2B+B2C,平台,
Lyft Health,,医疗健康,远程医疗,B2B,服务商(媒体/数据),
麻省理工学院年龄实验室,麻省理工学院年龄实验室,产业服务,咨询研究,B2B,技术服务商,
梅奥诊所,梅奥诊所,医疗健康,远程医疗,B2B+B2C,服务商,
联邦医疗保险优势计划,联邦医疗保险优势计划,金融保险,保险,B2B+B2C,服务商,
美世咨询,美世咨询,产业服务,咨询研究,B2B,服务商,
美林证券，美国银行旗下,美林证券，美国银行旗下,金融保险,养老金融,B2B,服务商(媒体/数据),
Nesterly,,养老住房,养老社区,B2B,服务商(媒体/数据),
耐克,耐克,文娱社交,健身;老年文娱,B2C,服务商,
NimbleRx,,医疗健康,医疗器械,B2B,服务商(媒体/数据),
OXO,,产业服务,银发日用,B2B,服务商(媒体/数据),
PillPack,,医疗健康,医疗器械,B2B,服务商(媒体/数据),
Pivotal Ventures,,金融保险,产业资本,未标注,服务商,
Primetime Partners,,金融保险,产业资本,B2B,技术服务商,
保德信金融,保德信金融,金融保险,养老金融,B2B,服务商(媒体/数据),
ReBoot Accel,,产业服务,就业,B2B,服务商(媒体/数据),
Rendever,,文娱社交,老年文娱,B2B,服务商(媒体/数据),
Road Scholar,,文娱社交,教育;旅游;老年文娱,B2C,服务商,
三星,三星,消费品;生活照护,智能硬件;适老化产品,B2C,制造商(消费品),
Seniorly,,养老住房,养老社区,B2B,服务商,
Silver Bills,,金融保险,养老金融,B2B,服务商(媒体/数据),
Silvur,,金融保险,养老金融,B2B,服务商(媒体/数据),
斯坦福长寿研究中心,斯坦福长寿研究中心,医疗健康;金融保险,健康管理;养老金融,B2B,服务商(媒体/数据),
Techstars Future of Longevity Accelerator,,金融保险,产业资本,B2B,技术服务商,
Teladoc,,医疗健康,慢病管理;远程医疗,B2B+B2C,服务商,
Tembo Health,,医疗健康,慢病管理;认知症;远程医疗,B2B+B2C,服务商,
True Link,,金融保险,养老金融,B2B,服务商(媒体/数据),
Uber Health,,医疗健康,远程医疗,B2B,服务商(媒体/数据),
UpsideHōM,,养老住房,养老社区,B2B+B2C,平台,
村庄网络,村庄网络,文娱社交,社交平台;老年文娱,B2B+B2C,平台,
Vynca,,医疗健康,临终关怀,B2B,服务商(媒体/数据),
Warby Parker,,产业服务;渠道零售,银发日用;银发零售,未标注,服务商,线上;线下
Wider Circle,,文娱社交,社交平台;老年文娱,B2C,平台,
iRelaunch,,产业服务,就业,B2B,服务商(媒体/数据),
The Villages,,养老住房;文娱社交,养老社区;社交平台;老年文娱,B2B+B2C,平台,
Riverspring Living,,养老住房,养老机构,B2B+B2C,服务商,
August Health,,养老住房;生活照护,专业护理;养老社区,B2B,制造商(药),
Cala Health,,医疗健康;消费品;金融保险,产业资本;健康管理;智能硬件;认知症,B2B+B2C,服务商,
Synapticure,,医疗健康;生活照护,专业护理;认知症;远程医疗,B2B+B2C,服务商,
Geri Care,,医疗健康;生活照护,专业护理;健康管理,B2B+B2C,服务商,
Hello Sage,,养老住房;生活照护,专业护理;养老社区,B2B+B2C,平台,
Papa,,医疗健康;文娱社交;生活照护,专业护理;远程医疗;陪伴服务,B2B+B2C,服务商,
Oak Street Health,橡树街健康,医疗健康;金融保险,产业资本;健康管理,B2B+B2C,服务商,
Lifeway Mobility,,养老住房;消费品;生活照护,居家护理;智能硬件;适老化产品;适老化改造,B2B+B2C,平台,
Humana,,金融保险,产业资本;保险,B2B+B2C,服务商,
Aetna,,金融保险,产业资本;保险,B2B+B2C,服务商,
UnitedHealth,,金融保险,产业资本;保险,B2B+B2C,服务商,
Cigna,,金融保险,产业资本;保险,B2B+B2C,服务商,
a16z,,金融保险,产业资本,未标注,服务商,
Battery Ventures,,金融保险,产业资本,B2B+B2C,服务商,
Blue Venture Fund,,金融保险,产业资本,未标注,服务商,
Canaan,,金融保险,产业资本,未标注,服务商,
Comcast Ventures,,金融保险,产业资本,未标注,服务商,
Magnify Ventures,,金融保险,产业资本,未标注,服务商,
软银愿景基金,软银愿景基金,金融保险,产业资本,未标注,服务商,
Tiger Global,,金融保险,产业资本,未标注,服务商,
Emerson Collective,,金融保险,产业资本,未标注,服务商,
Generator Ventures,,金融保险,产业资本,B2B+B2C,服务商,
Kaiser Permanente Ventures,,金融保险,产业资本,B2B+B2C,服务商,
Oak HC/FT,,金融保险,产业资本,B2B+B2C,服务商,
Rethink Impact,,金融保险,产业资本,B2B+B2C,服务商,
Ziegler长寿基金,Ziegler长寿基金,金融保险,产业资本,未标注,服务商,
Wayfair,,智能科技;渠道零售,数字化;银发零售,B2C,平台,线上
Netflix,网飞,智能科技,数字化,B2B,服务商(媒体/数据),
Hulu,葫芦（Hulu）,智能科技,数字化,B2B,服务商(媒体/数据),
Coinbase,,智能科技,数字化,B2B,服务商(媒体/数据),
Airbnb,,智能科技,数字化,B2B,服务商(媒体/数据),
Salesforce,赛富时,智能科技,数字化,B2B,服务商(媒体/数据),
Google,,养老住房;金融保险,产业资本;适老化改造,B2B,技术服务商,
IBM,,智能科技,数字化,B2B,技术服务商,
Tivity Health,,文娱社交,健身,B2C,服务商,
SilverSneakers,,文娱社交,健身,B2C,服务商,
IAC,,智能科技,数字化,B2B+B2C,服务商,线上
GE Healthcare,GE医疗,生活照护,居家护理,B2B+B2C,平台,
101 Mobility,,养老住房,适老化改造,B2B,服务商(媒体/数据),
401GO,,金融保险,养老金融,B2B,技术服务商,
6Degrees,,文娱社交;消费品,智能硬件;社交平台;老年文娱;辅具,B2C,制造商(硬件/设备),
9amHealth,,医疗健康,慢病管理,B2B,服务商(媒体/数据),
AARP,美国退休人员协会,养老住房,养老社区,B2B,服务商(媒体/数据),
Abbvie,,养老住房;医疗健康,健康管理;养老机构;认知症,B2B,制造商(药),
AccessibleGO,,文娱社交,旅游,B2C,服务商,
AceAge,,消费品,智能硬件,B2B,制造商(药),
Actif,,医疗健康,认知症,B2B,服务商(媒体/数据),
AdhereTech,,医疗健康,健康管理,B2B,服务商(媒体/数据),
ADL Smartcar,,医疗健康,健康管理,B2B,服务商(媒体/数据),
Adonis,,文娱社交,社交平台;老年文娱,B2B,技术服务商,
Advosense,,生活照护,专业护理,B2B,服务商(媒体/数据),
After.com,,医疗健康,临终关怀,B2B,服务商(媒体/数据),线上
Age Bold,,医疗健康;文娱社交,健康监测;健康管理;健身,B2C,服务商,
AgeWell Global,,产业服务;文娱社交,就业;社交平台;老年文娱,B2B,技术服务商,
Air Protein,,食品营养,营养食品,B2C,制造商(消费品),
Aktiia,,医疗健康,健康监测;慢病管理,B2C,制造商(硬件/设备),
Alaffia Health,,文娱社交;生活照护,智慧养老;社交平台;老年文娱,B2B,技术服务商,
Alloy,,医疗健康;女性健康,女性健康服务;更年期,B2B,服务商(媒体/数据),
Allwayswithyou,,医疗健康;生活照护,专业护理;认知症;远程医疗,B2B+B2C,服务商,
American HealthTech,,智能科技,照护系统,B2B,平台,
Amplifon,,消费品;渠道零售,助听器;银发零售,B2B,技术服务商,
Anatomy Financial,,文娱社交;金融保险,养老金融;社交平台;老年文娱,B2B+B2C,服务商,
Angels on Call Homecare,,医疗健康;生活照护,居家护理;认知症,B2B+B2C,服务商,
Apple,,医疗健康;消费品;金融保险,产业资本;健康监测;健康管理;智能硬件,B2B,技术服务商,
Apree,,医疗健康,健康管理,B2B,服务商(媒体/数据),
Arbital Health,,智能科技,数字化,B2B,服务商(媒体/数据),
Artis Senior Living,,养老住房,养老机构,B2B+B2C,平台,
AssistMe,,生活照护,专业护理,B2B+B2C,服务商,
Assured Allies,,金融保险,保险科技,B2B,服务商(媒体/数据),
Author Health,,医疗健康;金融保险,产业资本;保险;心理健康服务,B2B+B2C,服务商,
Auxa Health,,医疗健康;文娱社交,SODH;社交平台;老年文娱;远程医疗,B2B,技术服务商,
Avation Medical,,医疗健康;消费品;生活照护,专业护理;健康管理;智能硬件,B2C,制造商(硬件/设备),
Axle Health,,医疗健康,健康管理,B2B,服务商(媒体/数据),
b.well Connected Health,,智能科技,照护系统,B2B,服务商(媒体/数据),
because,,生活照护,专业护理,B2B,服务商(媒体/数据),
Beta Bionics,,医疗健康,健康监测;慢病管理,B2B+B2C,服务商,
Better Coliving,,养老住房;文娱社交,养老社区;社交平台;老年文娱,B2B,技术服务商,
Better Health,,产业服务;医疗健康,慢病管理;银发日用,B2B,服务商(媒体/数据),
Biomotum,,康复辅具;智能科技;消费品,康复;智能硬件;机器人,B2B+B2C,制造商(硬件/设备),
Bioniq,,文娱社交;食品营养,社交平台;老年文娱;营养食品,B2B,技术服务商,
Birdie,,智能科技,数字化,B2B+B2C,服务商,
BirdWatch,,智能科技,数字化,B2B,服务商(媒体/数据),
Bloom Nutrition,,医疗健康;食品营养,女性健康服务;营养食品,B2C,服务商,
Bobbie,,食品营养,营养食品,B2B,服务商(媒体/数据),
Bone Health Technologies,,医疗健康,健康管理;慢病管理,B2B,服务商(媒体/数据),
BrainCheck,,医疗健康;智能科技,AI科技;认知症,B2B,服务商(媒体/数据),
Bridge Group,,养老住房,养老社区,B2B,服务商(媒体/数据),
Brightside Health,,医疗健康,心理健康服务,B2B,服务商(媒体/数据),
BrightSpring Health,,生活照护,居家护理,B2B,服务商(媒体/数据),
Brightview Senior Living,,养老住房;医疗健康,养老机构;认知症,B2B+B2C,服务商,
ByHeart,,食品营养,营养食品,B2C,制造商(消费品),
CardioSignal,,医疗健康,慢病管理,B2B,服务商(媒体/数据),
Care Continuity,,智能科技;生活照护,专业护理;护理平台;数字化,B2B+B2C,服务商,
CareBridge,,文娱社交;生活照护,居家护理;社交平台;老年文娱,B2B+B2C,平台,
CareCentrix,,生活照护,专业护理;居家护理,B2B+B2C,服务商,
Caredoc,,生活照护,居家护理,B2B+B2C,服务商,
Careforth,,生活照护,专业护理;护理平台,B2B+B2C,服务商,
Carefull,,文娱社交;金融保险,养老金融;社交平台;老年文娱,B2B,服务商,
Caregiver Media Group,,产业服务;生活照护,居家护理;行业媒体,B2B+B2C,服务商,
CareGuide,,生活照护,护理平台,B2B+B2C,服务商,
CareYaya,,生活照护,护理平台,B2B+B2C,服务商,
Carl,,医疗健康;康复辅具;消费品,康复;智能硬件;认知症,B2B+B2C,服务商,
Center Well,,医疗健康;生活照护,专业护理;健康管理,B2B+B2C,服务商,
Cerebral,,医疗健康,心理健康服务,B2B,服务商(媒体/数据),
ChenMed,,医疗健康,健康管理,B2C,服务商,
Ciba Health,,医疗健康,慢病管理,B2B,服务商(媒体/数据),
circleengage,,金融保险,保险科技,B2B+B2C,服务商,
Citizen Health,,医疗健康;文娱社交,健康管理;社交平台;老年文娱,B2B,技术服务商,
Cityblock Health,,医疗健康;文娱社交,慢病管理;社交平台;老年文娱,B2B+B2C,平台,
Clara Home Care,,生活照护,居家护理;护理平台,B2B+B2C,平台,
Clever Care Health Plan,,金融保险,产业资本;保险,B2B+B2C,服务商,
Clipboard Health,,产业服务,医护配置,B2B,服务商(媒体/数据),
Cloud DX,,医疗健康,慢病管理;远程医疗,B2B,服务商(媒体/数据),
CoachCare,,医疗健康,慢病管理;远程医疗,B2B+B2C,服务商,
Cohere Health,,医疗健康;文娱社交,健康管理;社交平台;老年文娱,B2B,技术服务商,
Compassus,,医疗健康;生活照护,临终关怀;居家护理,B2B+B2C,服务商,
Concerto Care,,生活照护,专业护理;居家护理,B2B+B2C,服务商,
Conduce Health,,智能科技,照护系统,B2B,服务商(媒体/数据),
Credo Health,,文娱社交;智能科技,数字化;社交平台;老年文娱,B2B,技术服务商,
CVS Health,,医疗健康,健康管理,B2B+B2C,服务商,
Daffodil Health,,文娱社交;生活照护,智慧养老;社交平台;老年文娱,B2B,技术服务商,
DarioHealth,,医疗健康,慢病管理,B2B+B2C,服务商,
Daughterhood,,文娱社交;生活照护,护理平台;社交平台;老年文娱,B2C,平台,
Day Two,,食品营养,营养食品,B2C,制造商(消费品),
Devoted Health,,金融保险,保险,B2B+B2C,服务商,
DigitalOwl,,文娱社交;智能科技,AI科技;数字化;社交平台;老年文娱,B2B,技术服务商,
Dimer Health,,医疗健康,健康管理,B2B,服务商(媒体/数据),
DiningRD,,食品营养,营养食品,B2B+B2C,平台,
Domma,,医疗健康;女性健康,女性健康服务;更年期,B2B,服务商(媒体/数据),
DoorSpace,,医疗健康,健康管理,B2B,服务商(媒体/数据),
